Hechos del mes,Dialogo,Actualización,Estado,Motivo de fusión,Motivo de pase a latente,Motivo de pase a inactivo,Forma de resolución,NombreReportePDFModificado,FechaReporte,NumeroEdicion,GrupoID
"El 19 de agosto un representante de la OGGS-MINEM informó a la Defensoría del Pueblo que la reunión prevista para esa fecha fue suspendida por pedido de las organizaciones sociales de Cotabambas, sin confirmar la nueva fecha. El 3 de setiembre en el distrito de Challhuahuacho culminó el “Oxitón Challhuahuacho” para la compra de una planta generadora de oxígeno frente a la pandemia, habiéndose recaudado aproximadamente S/ 527 mil soles a través de una comisión constituida para su adquisición.",HAY DIÁLOGO,,Activo,,,,,Reporte Mensual de Conflictos Sociales N° 198 - agosto 2020.pdf,31/08/2020,198,Grupo_1237
"El 18 de agosto en el portal web del MINEM se informó que en la víspera el Ministro de Energía y Minas y la Alta Comisionada para el Diálogo y el Desarrollo en el Corredor Vial Sur de la PCM se reunieron en la ciudad de Lima con una delegación de la provincia de Chumbivilcas, liderada por el alcalde provincial y los alcaldes distritales de Velille, Livitaca, Quiñota, Chamaca, Llusco, Capaccmarca y Colquemarca, a fin de dar continuidad al diálogo en el marco de la Mesa Técnica para el Desarrollo de la Provincia de Chumbivilcas que permita atender las demandas y preocupaciones de la población. El 5 de setiembre, las organizaciones sociales de Chumbivilcas y la Comisión Transitoria del Frente Único de los Intereses de la Provincia de Chumbivilcas acordaron la caducidad y conclusión del periodo de gestión del Secretario General del FUDICH, quedando a cargo de forma temporal la Comisión Transitoria hasta la elección que estaría prevista para el 30 de setiembre. El 7 de setiembre mediante Oficio de la Municipalidad Provincial de Chumbivilcas dirigida al Ministro de Energía y Minas, el Alcalde Provincial solicita la gestión de un decreto de urgencia para el financiamiento de proyectos y la inclusión de los proyectos de revisión en el presupuesto de 2021 y la realización de una reunión plenaria para la segunda quincena de setiembre con participación de todos sus integrantes (alcaldes, dirigentes y equipos técnicos) para revisar la matriz de proyectos y programar acciones a cumplir. En otro oficio, también dirigido al Ministro de Energía y Minas, el Alcalde Provincial de Chumbivilcas solicitó que se convoque a la empresa Hudbay para la continuidad de la firma de convenio marco.",HAY DIÁLOGO,,Activo,,,,,Reporte Mensual de Conflictos Sociales N° 198 - agosto 2020.pdf,31/08/2020,198,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte Mensual de Conflictos Sociales N° 198 - agosto 2020.pdf,31/08/2020,198,Grupo_1853
"Los días 2 y 8 de setiembre continuaron las reuniones a distancia entre la comunidad de Fuerabamba y la empresa Minera Las Bambas, con la participación de la Alta Comisionada PCM, la SGSD-PCM, la Defensoría del Pueblo y la Comisión Episcopal. En la reunión del 2 de setiembre se trató sobre la feria laboral y plazos para la contratación de miembros de la comunidad. La empresa minera informó que cumplió con el abono social a favor de los comuneros, quedando pendiente algunos casos porque hay observaciones que la comunidad debe absolver. En la reunión del 8 de setiembre se trató los temas referidos a la empresa Apu Llallawa y la reposición de 180 hectáreas de terrenos agrícolas, llegándose a acuerdos.",HAY DIÁLOGO,,Activo,,,,,Reporte Mensual de Conflictos Sociales N° 198 - agosto 2020.pdf,31/08/2020,198,Grupo_1854
"El 24 de agosto se reunieron en la Municipalidad Distrital de Velille, el Alcalde Distrital de Velille, equipo técnico de la Municipalidad Distrital de Velille, Juez de paz, Subprefecto Distrital de Velille, FEDICAV, FUDIV, presidentes comunales y población. La agenda de la reunión fue realizar una propuesta de acuerdo de cooperación entre el distrito de Velille y la empresa Minera Las Bambas. Entre los acuerdos se mencionan los siguientes: 1. Frente a la carta de un representante de la empresa en el que ratifican su aporte de un millón doscientos cincuenta mil soles anuales por dos años, las autoridades distritales mantienen su propuesta de 5 millones de soles. 2. La empresa Minera Las Bambas debe asistir a una reunión en Velille con facultades resolutivas para llegar a un acuerdo de cooperación mutua para el 31 de agosto, invitando a PCM, MINEM y MINAM como garantes. 3. Las autoridades comunales y de la sociedad civil conformaron el comité de lucha. El 7 de setiembre se realizó una reunión a distancia entre representantes del distrito de Velille que estuvieron en la reunión del 24 de agosto y la empresa Minera Las Bambas. La representación del distrito aceptó la propuesta de la empresa de un millón doscientos cincuenta mil soles por dos años. Además de ese aporte, la empresa está considerando aportes a las comunidades de Qollana, Tuntuma y los Barrios de Velille.",HAY DIÁLOGO,,Activo,,,,,Reporte Mensual de Conflictos Sociales N° 198 - agosto 2020.pdf,31/08/2020,198,Grupo_1776
"El 30 de mayo, agentes de la PNP intervinieron en el distrito de Tambobamba de la Región Apurímac, debido a la existencia de actividades de minería ilegal. Se destruyó un socavón de cuatrocientos metros, además de incautar maquinaria y herramientas utilizadas para esta actividad. En horas de la tarde, se produjo un incidente entre efectivos policiales y comuneros de la comunidad campesina de Pumamarca, en el sector de Sallahue. El 10 de julio, se presentó un enfrentamiento entre la comunidad campesina de Pumamarca y efectivos policiales en el sector de Sallahue. Se habría registrado un policía y un civil herido, la Defensoría del Pueblo viene verificando dicha información El 15 de julio, la Defensoría del Pueblo exhortó al MINEM realizar las gestiones necesarias, a fin de reanudar el espacio de diálogo entre la empresa minera Las Bambas y la comunidad de Pumamarca. El 01 de agosto, el MINEM programó una mesa de diálogo entre la empresa minera Las Bambas y la Comunidad Campesina de Pumamarca para el 07 de agosto.",NO HAY DIÁLOGO,CASO NUEVO,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1900
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1902
"El 01 de agosto, se llevó a cabo la reunión de seguimiento de cumplimiento de compromisos y acuerdos suscritos entre la comunidad campesina de Chila y empresa minera Las Bambas, MINEM y PCM. La empresa minera Las Bambas se compromete a dar respuesta a la carta de fecha de 30 de julio de la comunidad campesina Chila en un plazo no mayor a 10 días.",HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1854
"El 18 de julio del 2024, se llevó a cabo la reunión del Sub Grupo de Trabajo N° 03: Convenio Marco, en el local de la Casa de la Cultura del distrito de Tambobamba de la provincia de Cotabambas. Estando presentes representantes de MINEM, PCM, autoridades de la provincia de Cotabambas, representantes de las organizaciones sociales de la provincia de Cotabambas y de la empresa minera Las Bambas. Producto de la reunión arribaron a siete acuerdos, destacando los siguientes: − Minera Las Bambas, ejecutará Obras por Impuestos hasta por un monto de S/ 134 millones en la provincia de Cotabambas y Distrito de Progreso de la Provincia de Grau, para lo cual, continuará la gestión presupuestaria ante MINEDU y GORE Apurímac. − Minera Las Bambas, financiará hasta la suma de S/ 6.9 millones la asistencia técnica en favor de las Municipalidades distritales de la Provincia de Cotabambas y el distrito de Progreso para un periodo de tres años (2024-2026). − Minera Las Bambas financiará proyectos sociales de manera voluntaria, como parte de su responsabilidad social empresarial, la suma de S/ 50 millones para un periodo de cinco años (2024-2028), que podrá ser renovable. El monto total deberá ser invertido para el desarrollo sostenible del territorio de los distritos de la Provincia de Cotabambas y el Distrito de Progreso. − Minera Las Bambas, financiará de manera excepcional y por única vez para el desarrollo sostenible del territorio de los distritos de la Provincia de Cotabambas y el Distrito de Progreso la suma de S/ 21.96 millones, el cual se hará efectivo en el año 2024. Con fecha 02 de agosto, el Subgrupo de Trabajo 1 Justicia y Derechos Humanos, del espacio de diálogo para el desarrollo de la provincia de Cotabambas y distrito de Grau del departamento de Apurímac, envió un oficio al Ministerio de Justicia y Derechos Humanos solicitando una reunión de trabajo para el día 09 de agosto.",HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1923
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,31/07/2024,245,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-128-Octubre-2014.pdf,31/10/2014,128,Grupo_1237
"El 6 de noviembre se realizó en Lima la segunda reunión de trabajo entre representantes de la PCM, del Ministerio de Justicia y de las comunidades campesinas Ccahuapirhua y Chicñahui. Al finalizar el diálogo se ratificó el compromiso por ambas comunidades de no asumir ninguna acción violenta. Asimismo, las comunidades hicieron expresa la predisposición a construir una solución dialogada que ponga fin a sus controversias de naturaleza civil, por lo que el Ministerio de Justicia convocó a una reunión de trabajo a realizarse el día 13 de noviembre en la Dirección Distrital de Defensa Pública en Abancay.",NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-128-Octubre-2014.pdf,31/10/2014,128,Grupo_1604
El secretario del Frente de Defensa de Challhuahuacho mencionó que la situación de las asociaciones de hoteleros y lavanderos es preocupante debido a que para el próximo año se reducirían los cupos de trabajo otorgados por la empresa. El gobernador del distrito de Challhuahuacho señaló que se está a la espera de una reunión con los nuevos funcionarios de la empresa.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-129-Noviembre-2014.pdf,30/11/2014,129,Grupo_1237
"El presidente de la comunidad Ccahuapirhua señaló que se ha emitido una sentencia en el proceso judicial iniciado en 2012, respecto al pedido de nulidad de acto jurídico de los títulos de Chicñahui sobre el territorio de Ccahuapirhua, y que el resultado habría sido favorable para su comunidad. Explicó que el juez ha reconocido que el acta de colindancia ha sido realizada sin presencia de las principales autoridades de la comunidad Ccahuapirhua y que las firmas han sido falsificadas. Además, precisó que la comunidad de Chicñahui interpuso un recurso de apelación contra la sentencia antes mencionada. Por otro lado, hizo referencia a la reunión del 13 de noviembre en la Dirección Distrital de Defensa Pública entre directivos de las comunidades campesinas de Ccahuapirhua y Chicñahui con presencia de autoridades del gobierno regional, la Gobernadora Regional y el Director Regional de Defensoría Pública. Allí se acordó que el día 24 de noviembre funcionarios de la Oficina de Formalización de la Propiedad Predial y Catastro - Apurímac (FORPRAP) realizarían un reconocimiento de la zona para iniciar la elaboración de un plano topográfico y constatación de hitos; sin embargo, dicho acto no se ha llevado a cabo aún. Finalmente, informó no haber alcanzado un acuerdo con la empresa ATN2 S.A. y que por el contrario la empresa no está cumpliendo algunos compromisos con su comunidad.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-129-Noviembre-2014.pdf,30/11/2014,129,Grupo_1604
"El secretario del Frente de Defensa de los Intereses de Challhuahuacho indicó que la empresa en encuentra trasladando a su personal hacia el campamento minero, situación que afecta a las asociaciones de hoteleros y lavanderos, por lo que solicitarán a la Presidencia del Consejo de Ministros (PCM) concertar una reunión con funcionarios de la empresa para atender sus demandas de empleo local. Por otro lado, se conoció que el 16 de diciembre se reunieron en la ciudad de Abancay funcionarios de la empresa con representantes locales y regionales así como miembros del Directorio de la Cámara de Comercio de Apurímac para abordar los siguientes asuntos: Generación de empleos directos e indirectos; establecimiento de estándares y buenas prácticas de proveedores; capacitación y formación; gestión ambiental e impacto ambiental; reasentamiento de la nueva Fuerabamba; cumplimiento de compromisos sociales, ambientales y económicos; entre otros.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-130-Diciembre-2014.pdf,31/12/2014,130,Grupo_1237
"Un representante de la comunidad de Chicñahui señaló que no se han reunido con la comunidad de Ccahuapirhua, luego del fallo judicial que favoreció a Ccahuapirhua sobre el pedido de nulidad de acto jurídico.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-130-Diciembre-2014.pdf,31/12/2014,130,Grupo_1604
"El gobernador del distrito de Challhuahuacho indicó que se acordó realizar una movilización en contra de la nueva empresa MMG Ltd. los días 5, 6 y 7 de febrero, debido a que aún no realiza una presentación formal con la población del distrito, que permita conocer si se mantendrán los compromisos asumidos por Xstrata Copper. Por su parte, el presidente de la Asociación de Hoteleros, Lavanderos y Servicios de Challhuahuacho, mencionó que actualmente se viene incumpliendo los compromisos con las asociaciones por lo que su gremio y otros del distrito han decidido apoyar la próxima movilización.",NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-131-Enero-2015.pdf,31/01/2015,131,Grupo_1237
"El gobernador de Challhuahuacho señaló que la comunidad de Chicñahui no está permitiendo que la empresa subcontratista ATN2 S.A. ingrese a su propiedad sin su autorización. De otro lado, el presidente de la Comunidad de Chicñahui indicó que las relaciones con la empresa se han deteriorado y no sostienen ningún tipo de comunicación. Informó además que en el mes de enero no se han reunido con la comunidad de Ccahuapirhua, ni con autoridades regionales y del gobierno central.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-131-Enero-2015.pdf,31/01/2015,131,Grupo_1604
"El Consejero Regional y el Alcalde del Centro Poblado Menor (C.P.M.) Tambulla expresaron su disconformidad por las denuncias de las cuales han sido objeto los dirigentes que organizaron la movilización de los días 6, 7 y 8 de febrero, ante la Fiscalía de Tambobamba. Desde el 6 de febrero se congregaron alrededor de mil comuneros de diferentes comunidades campesinas en la ciudad de Chalhuahuacho. En horas de la tarde los comuneros entregaron a la empresa una plataforma de lucha con treinta demandas y expresaron que estaban dispuestos a dialogar. Por la noche procedieron al bloqueo de carreteras. El 7 de febrero a mediodía se tomó conocimiento de la retención de alrededor de doscientos trabajadores de una contratista de la empresa, los cuales fueron liberados alrededor de las 06:00 p. m. luego de la intervención de la Oficina Defensorial de Apurímac. El 8 de febrero en la tarde las comunidades realizaron una asamblea y acuerdan dar una tregua a la empresa y al Estado hasta el día 12 de febrero para que se concrete una reunión de diálogo con los altos directivos de la empresa y se convoque a un Consejo de Ministros descentralizado en el C.P.M. Tambulla. Posteriormente estos acuerdos fueron presentados ante las autoridades estatales presentes en la zona, entre ellos el Minem. El 12 de febrero no se concretó el diálogo entre la empresa, el Estado y las comunidades de Challhuahuacho. Tanto la empresa como la gobernadora regional, representantes de la PCM, representantes del MINEM y algunas comunidades de la parte baja del distrito estuvieron esperando en Challhuahuacho. Por su parte, algunas comunidades, el alcalde distrital de Challhuahuacho, el provincial de Cotabambas, el alcalde del distrito de Progreso de la Provincia de Grau, la teniente alcalde de la Municipalidad Provincial de Grau estuvieron en Tambulla a donde asistieron consejeros regionales. De acuerdo a lo indicado por el consejero regional de Cotabambas se tomó como acuerdo ir a un paro interprovincial Cotabambas y Grau a fines de febrero. El 19 de febrero se realizó una reunión en Challhuahuacho entre una comitiva del Poder Ejecutivo conformada por los Ministerios de Vivienda, Construcción y Saneamiento; Desarrollo e Inclusión Social; Transportes y Comunicaciones, y, Educación; y el Alcalde de Challhuahuacho y dirigentes comunales de la zona. En la reunión, se trasladó a la comitiva los requerimientos de las treinta y tres comunidades que existen en la zona, y, a su vez, los ministros explicaron los proyectos en curso y por iniciar en la zona. El 24 de febrero se realizó una segunda reunión a la que se sumaron el MINSA y el MINAGRI. En dicha reunión tanto el alcalde de Challhuahuacho como el consejo regional de Cotabambas señalaron el descontento de la población debido a una falta de comunicación de la empresa con los dirigentes comunales. Al respecto, la ONDS-PCM ofreció propiciar una reunión entre las partes en los días sucesivos. El 28 de febrero en Challhuahuacho, se realizó una reunión entre el MINAGRI y otras instancias del Poder Ejecutivo, autoridades regionales y locales, así como representantes de las treinta y tres comunidades campesinas de Challhuahuacho y siete asociaciones. Se dio por instalada la “Mesa de Trabajo para el Desarrollo del distrito de Challhuahuacho”, y se conformaron cuatro grupos de trabajo en infraestructura y comunicaciones, minería y ambiente, desarrollo agropecuario y responsabilidad social. Cabe señalar que se estableció como acuerdo que autoridades, población y empresa mantendrán el contexto de tranquilidad y paz social dentro del distrito.",NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-132-Febrero-2015.pdf,28/02/2015,132,Grupo_1237
Uno de los dirigentes comunales de Ccahuapirhua mencionó que aún no llegan a un acuerdo con la empresa ATN2 y que existe en la comunidad incertidumbre por el accionar de la empresa.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-132-Febrero-2015.pdf,28/02/2015,132,Grupo_1604
"El 6 de marzo se realizó la reunión de la Mesa de Desarrollo Agropecuario. Se alcanzaron acuerdos, entre los que destacan los siguientes: 1. Se instalarán viveros para las treinta y tres comunidades con apoyo de la empresa y asesoramiento del MINAGRI. 2. A fines de abril se realizará el lanzamiento del programa ALIADOS II en Challhuahuacho con apoyo del Banco Mundial. 3. Tanto el MINAGRI como la empresa apoyarán en la elaboración de proyectos de inversión pública y los estudios para el desarrollo del perfil, respectivamente. 4. AGRORURAL y SENASA iniciarán una campaña de dosificación animal antiparasitaria para cuarenta y cinco mil cabezas de ganado. 5. La ANA realizará trabajos de formalización de derechos de uso de agua poblacional y agrario en el ámbito de la provincia de Cotabambas hasta agosto del presente año. 6. Se designó un Comité de Seguimiento de los acuerdos alcanzados en la reunión, que elaborará un reglamento para la organización y funcionamiento de la Mesa. El 13 de marzo se llevó a cabo la reunión de la Mesa de Responsabilidad Social, en la cual se abordó el tema de trabajo local. Se acordó que la empresa constituirá una oficina para recibir las hojas de vida de los pobladores, para trabajos que requieran de mano de obra no calificada y prácticas para estudiantes. El 24 de marzo se realizó la reunión de la Mesa de Minería y Ambiente alcanzando los siguientes acuerdos: 1. Se realizará un evento informativo sobre el EIA de la empresa, a cargo del MINEM y el MINAM. 2. Se conformará una Comisión de Vigilancia Ambiental Local con la finalidad de capacitar a los miembros del Comité de Monitoreo y Vigilancia Ambiental del proyecto minero. 3. El MINAM apoyará a la Municipalidad de Challhuahuacho en la implementación de un programa de manejo de residuos sólidos. 4. Se conformó una Comisión para buscar mecanismos de solución a la problemática de recojo, tratamiento y disposición final de residuos sólidos en Challhuahuacho, y será integrada por la Municipalidad, la empresa y el MINAM.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-133-Marzo-2015.pdf,31/03/2015,133,Grupo_1237
El exfiscal de la comunidad de Chicñahui indicó que están a la espera del proceso penal que se sigue en contra de algunos comuneros de Ccahuapirhua y que en este mes no se han reunido con dicha comunidad.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-133-Marzo-2015.pdf,31/03/2015,133,Grupo_1604
"El 26 de marzo una comitiva del Poder Ejecutivo encabezada por el Ministro de Vivienda, Construcción y Saneamiento se reunió en el local de la Municipalidad de Cotabambas con los Alcaldes Distritales de la provincia. A partir de ello, se han realizado tres reuniones de planificación, el 10 de abril en Coyllurqui, el 14 de abril en Challhuahuacho y el 21 de abril en Tambobamba, respecto a la ejecución de proyectos y propuestas en los sectores agricultura y riego; vivienda, construcción y saneamiento; y ambiente. En relación a la Mesa de Desarrollo de Challhuahuacho, el 23 de marzo se realizó en Challhuahuacho una reunión de la Mesa de Infraestructura Social con representantes del Poder Ejecutivo, autoridades locales y las treinta y tres comunidades campesinas. Se lograron acuerdos respecto a los sectores Educación, Vivienda, Construcción y Saneamiento, Energía y Minas y Salud. Además, se conformó una comisión de seguimiento a cargo del MINEDU, MINSA, MINEM, VIVIENDA y la ONDS. Asimismo, el 27 de marzo se llevó a cabo en Challhuahuacho la reunión de la Mesa de Responsabilidad Social. Entre los principales acuerdos se mencionan los siguientes: 1. La empresa brindará asistencia a las treinta y tres comunidades para atender los viveros destinados a labores agrarias de forestación, lo que comprende un programa de visitas a cada comunidad. 2. Se conformará una comisión técnica integrada por AGRORURAL como coordinador, la empresa y representantes de las treinta y tres comunidades a fin de visitar a todas las comunidades de Challhuahuacho. 3. La empresa identificará nuevos proyectos que generen empleo productivo, a implementarse como alternativa a la culminación del trabajo en los viveros. 4. La empresa incrementará 120 cupos de trabajo en los viveros, adicionales a los 255 existentes, tomando como criterios el área a forestar y la población de cada comunidad. El 8 de abril continuó la Mesa de Responsabilidad Social en Challhuahuacho, presidida por el MINEM y con la intervención de representantes de la Defensoría del Pueblo en calidad de observadores. En esta reunión se alcanzaron los siguientes acuerdos: 1. Los representantes de las comunidades de Challhuahuacho aceptaron la oferta laboral propuesta por la empresa consistente en un total de 859 nuevos puestos de trabajo de carácter temporal, que culminarán en el año 2016. 2. La comisión participativa está integrada por los treinta y tres presidentes de las comunidades y tres representantes de la empresa. Tras finalizar la reunión se dio la apertura formal de la Oficina de Recursos Humanos de la empresa, y se nombró como padrino de la oficina al presidente de la Federación Campesina de Challhuahuacho. El 16 de abril la Mesa de Responsabilidad Social se reunió nuevamente en Challhuahuacho. Se llegaron a los siguientes acuerdos: 1. La empresa se compromete a capacitar a ciento cincuenta jóvenes de las comunidades a través del Instituto TECSUP. 2. Respecto a los empresarios locales en los rubros de transportes, hospedaje, lavandería y restaurante, la empresa se comprometió a aperturar una oficina de iniciativas de nuevas empresas locales para su asesoramiento y capacitación. Finalmente, la Mesa de Infraestructura Social tuvo dos reuniones en Challhuahuacho. La primera el 15 de abril, donde se acordaron realizar obras de construcción y saneamiento, ampliación de tambos por parte del Ministerio de Vivienda, Construcción y Saneamiento en coordinación con la Municipalidad de Challhuahuacho. La siguiente reunión se llevó a cabo el 20 de abril donde se acordó la ejecución de proyectos en el sector transportes y comunicaciones.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-134-Abril-2015.pdf,30/04/2015,134,Grupo_1237
"El presidente de la comunidad de Ccahuapirhua manifestó su preocupación porque las reuniones con la empresa Abengoa no han continuado. Además, señaló que los acuerdos asumidos por FORPRAP en las reuniones anteriores con autoridades, entre ellas miembros de la Dirección Distrital de Defensa Pública y Acceso a la Justicia del Ministerio de Justicia y Derechos Humanos, no muestran avances. De otro lado, el Expediente N.° 56-2014 sobre homicidio calificado en contra de varios comuneros de la comunidad de Chicñahui se encuentra con ampliación de plazo de investigación por sesenta días desde el 3 de marzo de 2015.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-134-Abril-2015.pdf,30/04/2015,134,Grupo_1604
"El 23 de abril se realizó en Challhuahuacho una reunión de la Mesa de Trabajo de Responsabilidad Social. El MINEM participó como facilitador de la mesa. Se acordó lo siguiente: a) Respetar el compromiso con las siete asociaciones que tienen convenio vigente. b) Se conformará una comisión mixta para evaluar a las nuevas empresas y las asociaciones que califiquen serán contratadas hasta el 31 de julio de 2015, fecha de finalización de la etapa de construcción. En ese escenario, las entidades públicas apoyarán para su reconversión empresarial. c) La empresa revisará los casos de deudas pendientes de las empresas tercerizadoras con los proveedores de Challhuahuacho. El 6 de mayo prosiguió la Mesa de Trabajo de Responsabilidad Social con la facilitación del MINEM respecto al tema de las empresas locales en el rubro de transporte. Se acordó sostener una reunión de forma bilateral entre la empresa con la Federación Campesina de Challhuahuacho y la Organización de Jóvenes “Paquis Waraka”. El 7 de mayo, se realizó en Challhuahuacho una reunión de la Mesa de Infraestructura Social con intervención del MINEDU, y representantes de la Defensoría del Pueblo, entre otras instituciones públicas. Entre los compromisos que asume el MINEDU en consenso con las partes, se mencionan los siguientes: a) Se entregarán a través del Gobierno Regional quince aulas prefabricadas para Challhuahuacho, siendo necesario que su equipamiento se coordine con el alcalde en coordinación con la Unidad de Gestión Educativa Local y el Programa Nacional de Infraestructura Educativa. b) Se ha presentado un proyecto de ley al Congreso de la República con la sustentación de la incorporación de trece plazas para el distrito de Challhuahuacho. Mientras tanto, en convenio con la ONG Educaccion se cubrirán los salarios de esas terce plazas. Las ocho plazas restantes, han sido cubiertas a través de un convenio entre la Unidad de Gestión Educativa Local y la empresa First Quantum. c) La Unidad de Gestión Educativa Local en coordinación con la Federación de Comunidades Campesinas de Challhuahuacho a través de un trabajo de campo evaluarán las necesidades de docentes, auxiliares y personal de servicio que se requiera en Challhuahuacho para el próximo año. d) La empresa se compromete a reaperturar los procesos de capacitación docente y atender las demandas de material educativo que le alcancen las autoridades respectivas.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-135-Mayo-2015.pdf,31/05/2015,135,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-135-Mayo-2015.pdf,31/05/2015,135,Grupo_1604
"El 23 de junio en Challhuahuacho se llevó a cabo la reunión entre la empresa y representantes del distrito, así como el alcalde de dicho distrito, la gobernadora política de la región Apurímac y el MINEM como facilitador. Respecto al porcentaje de las utilidades generadas por la empresa, se acordó que esta impulsará el desarrollo de Challhuahuacho, con la ejecución de proyectos de infraestructura y desarrollo sostenible agropecuario, bajo la modalidad de obras por impuestos, siendo las comunidades quienes identificarán y podrán priorizar estos proyectos, con los montos que inversión que establece la ley. Se priorizará a pobladores de Challhuahuacho para los puestos de trabajo y proveedores para la ejecución de los proyectos que se generen. En cuanto al anexo K de las bases del concurso público internacional para la adquisición del proyecto minero, sin perjuicio de la supervisión estatal, el seguimiento de la implementación de las condiciones estará a cargo del comité de implementación y seguimiento de acuerdos que se conforme. Respecto a la construcción de fitotoldos (invernaderos), la empresa se comprometió a implementar a partir del mes de agosto, un fitotoldo en cada comunidad campesina de Challhuahuacho, sumando en total treinta y cuatro en un área de 120 m2, proporcionando coberturas, puertas, ventanas, plásticos para techo, sistema de riego por goteo, asistentes de mano de obra calificada, semillas, asesoría técnica y un cerco perimétrico. Por su parte, las comunidades aportarán con el terreno y la mano de obra. Finalmente, las partes acordaron dar por concluida la Mesa de Trabajo de Responsabilidad Social, al haber agotado los puntos de agenda con acuerdos. Se conformará el “Comité de Implementación y Seguimiento de Acuerdos” que será integrado por representantes de las comunidades, la empresa, la Municipalidad de Challhuahuacho y el MINEM.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-136-Junio-2015.pdf,30/06/2015,136,Grupo_1237
El secretario del Juzgado Penal Liquidador Transitorio de Tambobamba informó que el estado actual del proceso judicial por homicidio se encuentra pendiente de ser remitido para la opinión del Ministerio Público y tiene los plazos para investigación (ordinario y ampliatorio) vencidos.,NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N-136-Junio-2015.pdf,30/06/2015,136,Grupo_1604
